date,percent_resistant,forecast_horizon,is_historical,prophet_predicted,prophet_lower,prophet_upper,arima_predicted,lstm_predicted,random_forest_predicted,gradient_boosting_predicted,svr_predicted,exponential_smoothing_predicted
2017-01-01,4.152275840777973,0,True,,,,,,,,,
2018-01-01,3.497911210199355,0,True,,,,,,,,,
2019-01-01,0.959698758396092,0,True,,,,,,,,,
2020-01-01,1.807717462393721,0,True,,,,,,,,,
2021-01-01,5.379390712739279,0,True,,,,,,,,,
2022-01-01,5.480618370111754,0,True,,,,,,,,,
2023-01-01,3.932504320130112,0,True,,,,,,,,,
2023-02-28,,1,False,3.480009588977302,1.7916001610917176,4.564900333260912,4.228370943417074,3.5635744096802062,4.672123696048428,3.9382516131040015,4.098082581981936,4.467995636685806
2023-03-31,,2,False,4.450247949682964,2.682177299869776,5.564804375700405,5.061129727142897,3.1231966918369354,4.843533289247319,4.798874311275942,3.723927333451493,4.305122047470353
2023-04-30,,3,False,4.610094946346113,2.110073953643105,6.482588108489635,5.6914168860395,2.7976719609436502,5.432284419614351,5.351117317588977,4.255403372955956,3.9559331986890105
2023-05-31,,4,False,5.588167541810881,3.7729610844825334,7.713709169769979,5.921794962098301,3.334437722241904,6.046419184430276,6.208349991038268,4.247581899113207,4.414694351808961
2023-06-30,,5,False,5.499762507188569,4.352221636716664,7.478759328906966,5.474164149562039,4.082603586094606,5.64215929438392,6.622043731061991,4.254044444086283,4.55209091685321
2023-07-31,,6,False,5.955403658021696,4.301870322324127,7.320610417231695,5.6886940011817,5.072524582366423,6.627594831656005,7.40769202454824,4.88336617369292,5.026793875415179
2023-08-31,,7,False,6.232137349869733,3.3613602010163808,7.25299492805253,5.244583388249224,4.970702351532409,7.399115821475891,7.6488326357132514,4.632202182788442,5.283320211166893
2023-09-30,,8,False,6.408340863869165,3.798858762311896,7.455952163999136,5.166286435423465,5.742899602083275,7.962800627267358,7.6482334029037045,5.304479898425507,5.046229170620656
2023-10-31,,9,False,6.206097347019654,4.374598916951109,8.70999649399031,5.796695995107458,5.335444577826108,8.729285783856806,7.613228973388887,4.914193427768801,4.562544896622318
